Volatility,MAE,RMSE,MAPE
HV5,63.1700531366322,119.72804620455162,118.73661861889835
HV20,56.718120330289594,104.45124274173548,104.66392440170334
HV60,53.762674992443074,93.66957066081933,88.57343269519505
HV100,52.740957401918,88.37903701904762,89.18724202024487
GARCH,49.146261592188694,90.83845339510479,91.94160340143229
EGARCH,44.744593915079136,78.53568735401221,74.23123484398867
