Volatility,MAE,RMSE,MAPE
HV5_abs,61.467124642247,115.72317441766808,102.84597885041129
HV20_abs,54.97909709587516,100.19041688226902,88.7278879038057
HV60_abs,52.27070828086849,90.38021543682834,74.86865640660986
HV100_abs,50.99624935098903,85.40906857436204,74.6300986629372
GARCH_abs,46.837904865341685,86.56208726824737,75.2695045882257
EGARCH_abs,42.74036833759863,75.29508442779846,60.45916192633008
